mention25cutepeopleontwitter,o,3,11,
easilyattracted,o,1,4,
igotathing,o,4,19,
10factsaboutmyvirtualbestfriend,f,1,,
1thingifindsexy,o,4,15,
8yearsafterfriends,f,1,,
ottoknowsfiestaglow,f,2,,
mentionpeopleyoureallylove,o,4,15,
thingsbabymamassay,o,1,3,
ifiwokeupinanewbugatti,o,4,14,
replacemovietitlewithcheese,o,3,11,
mythoughtsatschool,o,4,15,
reasonsiloveharrystyles,o,1,,
500yearsofwinter,f,2,,
thatsthatshitidolike,o,1,4,
embarrassafriend,o,4,14,
saysomethingniceaboutromney,o,3,11,
mywishin2013,f,3,12,
20reasonswhywelovejustin,o,1,3,
aintnobodygottimeforthat,o,2,7,
greatestsongintrosever,o,2,9,
rapperswhowentmissing,f,1,,
replacesongtitlewithlontong,o,3,11,
youstillatthebottomif,o,2,7,
thatsmytomboy,o,2,9,
tweetamoviethatnevergetsold,o,1,3,
thingsweblamethedevilfor,o,2,7,
songsiknowoffbyheart,f,1,3,
bornwithattitude,o,2,7,
youcuteandallbut,o,1,4,
firstthingidointhemorning,o,1,3,
favouritelyric,o,4,15,
22reasonswhywelovelouis,o,1,3,
mytop20bands,f,1,3,
reasonsifailatbeingagirl,f,1,1,
iftwitterdidnotexist,o,1,5,
mentionsomeoneyouwanttomeet,o,1,3,
harrygirlsbelike,o,2,7,
youdecide9,o,3,11,
ifwearetogether,o,1,4,
wheniwasbatapa,o,1,5,
thingsthatpleaseme,o,1,4,
next2naked,f,3,,
replacevideogamenamewithbooty,o,3,11,
jumpahead,o,3,11,
irespectthosewho,f,2,9,
youreattractiveif,o,1,4,
moviesthatmadeourchildhood,o,4,15,
sheelookssoperfect,o,1,4,
somethingidonthave,o,4,19,
15factsaboutmybrother,f,1,,
rateyourdate,o,3,11,
notetomyex,f,1,3,
reasonswhyileftfacebook,o,1,4,
100lifegoals,f,1,,
ifwearedating,o,1,6,
elementsaturdays,0,,,
bethismyvalentine,f,3,12,
givemelovevideo,o,1,2,
somethingicantdealwith,o,4,13,
replacemovietitlewithgoat,o,3,11,
addinmypantstoafilm,f,1,,
racismendedwhen,o,1,4,
tripledturnup,f,1,,
thingswesaywhilegettinarrested,o,2,7,
thingseverymomsays,o,1,4,
butwhathurtsmethemost,o,4,18,
indonesianteenslovesong,f,1,,
ifmodibecomespm,o,1,5,
ificouldlivemylifeinmyfavoritemovieitwouldbe,f,1,3,
thingsliberalsdontsay,o,1,4,
thingstoneveraskadj,o,3,11,
whatilearnedfromthisfandom2013,o,1,5,
votewhatmakesyoubeauitful,o,2,8,
stereotypesofourgeneration,o,2,7,
sliceofsummer,o,4,19,
guymusicvideotoday,f,1,,
seniors2014,f,1,,
youknowwhatannoysme,o,4,13,
womenshistorymonth,f,1,,
shewouldbeprettyif,o,1,4,
sharemortallove,o,3,11,
replacesongnameswithchicken,o,3,11,
savethelyinggame,o,3,10,
myfavouritemoviequote,f,4,15,
muslimsarenotterrorists,o,1,2,
stuckinourheads,o,1,5,
onethingimsureof,o,1,3,
pipethefuckdown,o,4,13,
standwithwomen,o,3,11,
newhomenewroots,o,4,19,
creepychildrenstoys,o,4,13,
indonesianteensopinion,f,1,,
roadto15,f,2,,
roadto16,f,2,,
thetwitterawesome,o,4,15,
sissyslut,o,2,7,
retro70s80s90s,,,,
thingsthatonlyhappeninthemovies,f,1,,
youshouldneveraskagirl,o,3,11,
easilyatrractedto,o,4,15,
seconardyschoolmemories,f,2,,
whatmenshouldknow,o,1,2,
phrasesjamaicanscreated,f,2,,
commonwhitepeoplequestions,f,1,,
didumiss,o,1,5,
thingsboyssayafterrejection,o,2,7,
ihatewhenteacherssay,o,4,16,
whatthefox,0,,,
itshyoursday,o,1,4,
followmecaniff,o,1,3,
witnesshistory,o,3,11,
holdonsoyoutellinme,o,2,7,
startsomethingnew,o,3,11,
relationshipsthesedaysare,o,2,7,
tomyfuturedaughter,f,1,5,
howtoreactwhenyouseeyourex,o,1,5,
drinklocally,o,3,11,
stayingstrong2years,o,1,4,
buyreallydontcare,o,1,1,
thingsharrypottertaughtme,f,1,,
sexpeditiontopretweets,o,1,4,
replacesongwithbra,o,3,11,
guiltynotguilty,o,2,7,
30waystomakeagirlsmile,o,1,4,
kissmequick,o,1,3,
countdowntostayingstrong,o,1,4,
wordsguyscantsay,o,1,4,
stopwhitepeople,o,1,3,
straightgirlsbelike,o,1,4,
happylastdayof2012for,o,4,19,
raceyourfriends,o,3,11,
myrvesfeversweepslegaspi,f,1,3,
signsthatyourelonely,o,1,4,
18thingswegoogle,o,1,3,
in6thgrade,f,2,0,
completetalkdirty,o,4,13,
irishstrippersyoureoverpriced,o,1,4,
whereweare,f,1,,
itsnotcomplicated,o,1,4,
goodthingsintheworld,o,2,8,
10factsaboutmydad,f,2,,
giftforsanta,o,4,19,
industriesmostwanted,o,2,8,
imaginedragonsnomultishow,f,1,,
thingsbetterthensex,o,1,1,
10worstpickuplines,o,1,4,
wearasmanyclothesasyoucanatoncefor1d,o,1,4,
whatpubertydidtome,f,1,,
jennamarblestaughtme,f,1,,
thatfeltsogood,o,1,3,
sexwithlouisbelike,o,1,4,
startbelieving,f,3,,
ididnttextyouback,f,1,,
stupidfootballfacts,o,1,4,
howtoasksomeoneonadate,o,1,4,
morenopretty,f,4,,
goodtobebad,f,3,,
weallgotthatoneteammate,o,1,4,
alllthatmatters,o,1,1,
peolplewhomademy2012,f,2,0,
idontfeelrightwithout,o,1,4,
represent1908,o,1,2,
thingswedo2loseweight,f,2,,
setthisworldonfire,f,1,,
andthatswhyyouaresingle,o,4,13,
cryingparents,o,4,19,
coolestinterviewever,o,4,14,
myheartdropswhen,f,4,19,
youdidntstartfromthebottomif,o,1,4,
blackimagines,f,3,,
dear14yearoldself,f,1,,
otherimaginarythingsbesidesteosgf,o,1,4,
thebandthatlostthexfactorbutwontheworld,f,1,,
everythingthatrocks,o,1,4,
askcatfish,o,1,2,
thingsthatreallyturnmeon,o,4,15,
replacemovienameswithjam,o,4,19,
youdontknowwhatstruggleisif,o,1,1,
turndownforwhat?,o,1,5,
istandwithobama,f,1,,
ucantbetoughandsay,o,3,11,
8yearswithelf,f,1,,
insecuritynight,o,1,4,
youknowihatewhen,o,4,16,
fineassgirls,o,1,4,
turndownforwhat,o,1,5,
mentionpeoplethatmakesyousmile,o,1,3,
dontbothermewhenim,o,4,19,
replacesnsdsongswithsmurf,o,3,11,
replacesongtitleswithplacenta,o,3,11,
mentionsomeonewhoalwaysonyourmind,o,1,4,
whostheceleb,o,1,5,
mytop5bands,f,1,3,
21reasonswhyilovedemi,o,1,1,
artfortweets,o,4,14,
dingdongthewitchisdead,o,4,19,
truthandonlytruth,f,3,,
notime2sleep,o,1,1,
replacesongtitlewithdrone,o,3,11,
livewithfire,o,3,11,
10thingsyouhatetodo,o,4,16,
90sbabyfollow,f,3,,
my10favoritemusicvideo,f,4,15,
ifiwasjustinsgirlfriendiwould,o,1,3,
mentionsomethingaboutyourself,o,1,4,
threewordscarystories,f,1,,
ifjustinwasmyboyfriend,f,3,12,
thisisthevoice,o,2,8,
dowhatuwantwithmybody,f,4,19,
stupidshitididinelementaryschool,o,4,19,
thingswesay2dapolice,o,4,17,
sometimesitseasier,o,3,12,
replacingmeangirlsquoteswithbacon,,,,
wordsgrownmenshouldneversay,o,1,5,
youremoreatrractiveif,o,,4,
moderndayfreak,o,,4,
tweelikeaboy,o,3,11,
thingsiwanttohappen,o,3,12,
ifyouremygirl,f,3,12,
lentproblems,o,1,1,
makesmesmh,f,3,,
thirstysunday,f,1,,
designthishome,o,1,2,
letsgoplaces,o,2,7,
icantgoonedaywithout,o,1,4,
followthewanted,f,3,,
relationshippains,f,2,4,
gotitfree,o,4,18,
tweetaturnoff,o,1,2,
easillyattractedto,o,1,1,
idothatmittromneysmirkwhen,o,1,4,
youcanttrusthoes,o,1,4,
whyrelationshipsend,o,1,4,
signsafightbout2breakout,o,1,4,
mentionabeautifulname,o,1,4,
kissforpeace,f,3,,
wereport,f,1,,
tweeapicturethatdescribesyourfriendship,o,1,4,
mentionsomeoneyouwouldridefor,o,1,4,
followmeconcept,f,2,,
muppetsmostwantedevent,o,1,4,
wowiloveindonesia,o,1,14,
youcrossedthelinewhen,o,1,4,
replaceasongtitlewithtank,o,1,2,
ifalbumtitleswerehonest,o,1,4,
mentionanattractivefeature,o,1,4,
takeflightrisk,o,1,2,
youknowyoulameifyoustill,o,1,4,
peoplewhoneedagoodhiding,o,1,4,
campusspecial,f,2,,
getunionjtothetop5,o,1,2,
friendsoneliners,o,1,4,
eatcleantraindirty,f,3,,
peoplespecialinthisworld,f,4,,
20monthswithexo,f,4,,
blackparentsdothingslike,f,3,3,
my15favoritesongs,f,1,4,
90sbabyfollowt,o,1,1,
mysexlifeasasongtitle,f,2,7,
musicwasbestwhen,o,1,4,
10commandmentsoftwitter,o,1,4,
thingsthatmakeyoumad,o,1,4,
youremoreatractiveif,o,1,4,
youmightbeadictator,f,3,6,
questionforgirls,f,1,,
whentheclockstrikes10,o,1,4,
top10favouritesongs,o,1,4,
favchildhoodtvshows,o,1,4,
webooktalent,f,1,,
tweetabadhabit,o,1,3,
oomfshouldknow,o,1,3,
tweetapicturewithyourbestfriend,o,1,4,
best90ssong,o,4,20,
beautifulshow2013,f,1,0,
pmccthursdaytreats,o,4,19,
iatethebones,o,4,19,
thotsbelike,o,1,5,
10sexiestfemales,o,2,8,
mentionperfection,f,1,,
myrightwingbiracialfamily,f,,,
igoodbye,,,,
storybehindmyscars,f,1,0,
uglypeopleexcuses,,,,
eatsleepbreakthestreak,o,4,19,
halfnakedthursdays,,,,
wheresmum,,,,
myfavouritesongsof2012,f,4,15,
ap10things,o,1,1,
365dayswithbtob,o,1,1,
likesforlikes,,,,
mydadtaughtme,f,1,0,
mentionsomeonewhomakesyouhappy,o,1,3,
10favouritealbums,o,4,15,
liveouturdreams,o,4,19,
linesthatmustbeshouted,o,2,9,
ifwedate,o,3,12,
mylifeasabarbie,f,1,6,
relationshipswouldlastlongerif,o,3,11,
tweetapicturethatyoucantexplain,o,1,4,
mentionsomeoneyourethankfulfor,o,,,
whitepeopleyoutubesearches,o,,,
whywouldyoucheatif,,,,
mcfridaytreat,o,4,19,
whattvadsteachyou,o,,,
tweetameet,o,1,3,
twittermademerealize,o,3,11,
favouritemoviequotes,o,4,15,
bandsthatareperfect,o,2,9,
timetoturnup,,,,
celebritiestalkindirty,o,2,8,
imreallygoodat,o,1,3,
thickhairproblemsnight,o,4,19,
10reasonstodateafatgirl,o,,,
mentionsomeonehassweetsmile,o,2,8,
votewhatmakesyoubeatiful,o,2,8,
revealthenew,o,1,3,
reedsomggiveaway,o,,,
fivewordbreakup,,,,
thingsmybestfrienddo,f,1,3,
thursdayviralfollowing,,,,
dailymeme,,,,
replacemovietitlewithhorny,f,1,0,
thingsguysshouldnotsaytoanotherguy,o,2,8,
mylovefromthestar,f,4,15,
mancrushmonday,,,,
awaydaymemories,o,4,19,
howtopissafemaleoff,,,,
thenationwantstoknow,o,3,11,
sufferingfromsuccess,o,4,19,
kissthursdays,o,3,11,
tweetapicturewithoutlooking,f,1,0,
tweetabondthatcantbebroken,o,4,15,
nowiknowbetter,f,1,0,
replacefilmtitleswithwank,o,1,4,
youknowyourefilipinowhen,o,1,3,
5thingsifindattractive,o,4,15,
ratemylesbian,f,1,4,
believechristmasgiveaway,f,3,0,
rapedbyasiothanditwasamazing,o,4,19,
confessyourunpopluaropinion,o,4,18,
butyougotthemfoamsthough,o,,,
things2chainzwouldsay,o,1,3,
20picturesofharryfromyourcameraroll,f,1,0,
indonesianteens2013wish,o,3,12,
leftmytomtomwiththedriver,f,4,19,
sexualpickuplines,,,,
15thingsaboutmybestfriend,f,1,3,
saveourguys,o,4,17,
fridayviralfollowing,o,1,3,
springiscoming,f,2,0,
beauisawhore,,,,
thingsunlikelytohearonmotd,o,4,17,
collegeapocalypse,o,4,16,
icantbetheonlyperson,o,1,4,
yogirldontloveyouif,o,4,19,
goroar,o,4,19,
funwithhashtag,o,,,
youknowyourebroke,o,3,11,
dementiafriends,,,,
youknowyoureindonesianwhen,o,1,0,
twistoftaste,o,1,3,
askfifthharmony,,,,
hotoutside,f,2,,
20songsthatilike,o,4,20,
classof2017,o,1,6,
thingsbetterthanlilwaynespushatdiss,,,,
waystogetshot,,,,
reasonstolovelauren,o,1,1,
ifyouknowpeterborough,o,,,
19reasonstoloveharrystyles,o,1,1,
firstdayofspring,o,1,3,
weliveinagenerationwhere,o,1,1,
howimetmybestffriend,f,1,3,
fandomemories2013,f,1,,
thatsthatshitilike,o,4,16,
secondaryschoolconfessions,,,,
incomingfreshmanadvice,o,3,11,
replacebandnameswithtampon,,,,
saysomething,f,1,0,
favoritelinefromasong,o,4,19,
relationshipsfallapartbecause,o,1,1,
100daysofhappy,f,2,0,
90sbabyfoll,f,2,0,
thatsthatshitidontlike,o,4,16,
besttwittermemoriesof2013,f,2,0,
mentionwhoyouwanttospendvalentineswith,o,1,1,
youaremoreattractive,o,1,3,
outofmylimit,f,1,0,
replacesongnameswithflaps,f,1,0,
mentionyourvalentine,o,4,15,
thingsnottododuringafuneral,f,1,0,
thatsheartgiveaway,f,5,0,
someonespecialof2013,f,2,0,
ifyouknowsheffield,o,1,6,
sexwithniallbelike,o,1,1,
igotathingafor,o,1,3,
tweetyouraddiction,o,1,2,
mostoverratedmusicartists,f,1,0,
plantatweet,o,1,3,
plansforthesummer,o,1,3,
textingdisaster,o,4,17,
areyoutheone,o,0,0,
sarigulneredecekmekoydegisimorada,,,,
getofftwitterif,o,4,16,
replacefilmtitlewithcake,o,1,3,
twittermirror,0,0,0,
hotnewreads,f,1,0,
thingsthatareaturnon,f,3,0,
sadgooglesearches,o,4,19,
100mostbeautifulpinays,f,2,0,
thiscouldbeusifyoustoppedplaying,o,4,16,
lessonsfromscarymovies,o,4,17,
textmethis,o,1,3,
thingsiliketodo,o,1,1,
withbaby,o,4,19,
theworldmadesensewhen,f,1,0,
typenickiminajwithoutlooking,,,,
removeoneletterfilm,o,,,
satnightontwitter,o,4,19,
thingsthatpissmeoffingeneral,o,4,16,
1yearofboyfriend,f,1,0,
strugglesofbeingirish,f,1,0,
iamweakfor,o,1,4,
dontfundit,o,1,3,
lmaotwitpics,,,,
mentionsomeomeyourethankfulfor,o,3,11,
basicwhitegirl,o,2,8,
hope4jobs,o,3,12,
thatssoattractive,o,4,19,
bringla32012,,,,
thatswhatslutsdo,o,4,16,
tellmeifyoudown,o,1,3,
embarrassyourfriend,o,4,16,
sexyfreeandsingle,o,4,19,
myoldtwittername,f,1,0,
imeasilyannoyed,f,3,0,
beefsbetterthandrakeandchrisbrowns,o,2,7,
mybiggestissue,f,2,0,
shoutouttotheguysthat,o,3,11,
infamoussecondson,o,4,16,
onethingyoudontknow,o,1,1,
gossipisgreat,o,1,4,
whitepeopleactivites,f,1,0,
wrongfilmquotes,o,4,13,
rememberwhenbarackobama,f,1,0,
funwithtulisantimeline,o,4,20,
whatmakeseverybodymad,o,1,4,
presentsfromparentdish,f,1,0,
my15favoritessongs,f,4,15,
thingspeoplehavetostopdoing,o,3,11,
mentionsomeonewhowillcompleteyourday,o,1,4,
thebestpartofmydaywas,f,4,15,
whosyapapi,o,1,4,
whatdifferencedoesitmake,o,1,4,
thiscouldbeusbutuplayin,o,2,9,
whatifancy,o,1,4,
mapstothestars,f,2,0,
thingsthatguyslike,o,1,4,
tweetyournamewithoutvowels,o,1,4,
mentionafollowerthatcangetit,o,1,4,
fearfactormy,f,2,,
celebritiesivebeentoldilooklike,o,2,8,
mydayinla,f,1,4,
malaysianstudentproblems,o,1,4,
15goodsongs,o,1,4,
20mybestfriend,f,1,4,
realloveiswhen,o,1,4,
thankyouniallforthetwitcam,f,4,18,
theworldneedsmore,f,1,4,
mcfridaytreat,f,1,0,
in2ndgrade,f,1,0,
thingstwitterdoesntcareabout,f,1,0,
16yearsoflifeonmars,f,1,0,
iwishpeoplewouldjust,o,3,12,
sexwithliambelike,o,4,14,
bornthiswaywasbornthisday,o,1,0,
hottieoftheyear,o,2,9,
overlyhonestmethods,f,2,0,
fifthharmonythinksyourepretty,o,2,8,
thatsthatshitidontlike,o,4,16,
replaceabiebersongwithjerry,o,1,2,
sexyfoods,o,1,4,
themostannoyingthingsever,o,4,13,
ihopesomeday,o,3,12,
straightuptellsomeonetheyrehot,o,1,4,
replacebeyoncesongswithblue,o,1,2,
funniesttumblrposts,f,2,0,
thingsyoumighthearaliberalsay,o,1,6,
conservativebandnames,f,1,0,
bestsongeveronradio1,f,1,0,
puttingfansfirst,o,1,1,
pbbthelegalbestfriend,f,1,0,
unansweredhiphopquestions,f,2,0,
thankyouglobe,o,1,3,
worstraplinesever,o,4,16,
newgagasingleguy,f,2,0,
bestsongtohavesexto,o,4,15,
heyyouapp,f,2,0,
describeobamainthreewords,o,1,3,
blackgirlsfamouslines,f,1,0,
tagsomeonewhofarts,o,1,4,
doyoutobeone,o,2,9,
blackpeoplemeetusernames,f,2,,
lyricsthatmeanalottome,o,4,15,
celebritiesthatlookliketheystank,o,1,4,
drawsomething,o,1,4,
whatidowhenimalone,o,1,5,
nameabrainer,o,1,4,
what2chainswouldsay,o,1,3,
idontknowhowtoactwhen,o,1,3,
senior13problems,o,1,4,
dailytongue,f,1,0,
mentionsomeonecute,o,1,4,
yougainmajorpoints,f,1,0,
itamazesmethat,o,4,14,
describeyourfriendshipinapicture,o,1,4,
ready4reform,f,5,0,
tothebeautifulyou,o,1,1,
wheniseeaobamabumpersticker,o,1,4,
babyisstaying,f,1,0,
howtoblendinwithwhitepeople,f,3,0,
ifitwasntforfootball,f,3,0,
thingsconservativeshate,o,1,4,
ireallydontlikeitwhen,o,1,4,
thingsliberalsjustdontget,o,1,4,
twittercatchingfire,o,1,4,
cantremembertoforgetyou,o,4,14,
youareallsurrounded,f,4,0,
bestfootballchants,o,1,4,
thatshitidontlike,o,4,16,
20favouritefootballers,o,1,4,
ifdrakewasourteacher,o,1,4,
comfortforall,f,3,0,
four4horror,o,1,4,
hottitles,o,1,4,
stopmexicangirls2013,o,1,2,
britishproblemsnight,o,1,4,
whenithinkofyoui,o,1,4,
tweetalyriceverybodyknows,f,1,0,
textcutie,o,1,2,
replaceamoviewithnigga,o,1,2,
collegefessionsnaps,f,1,,
thiscoudbeusbutyouplaying,f,4,0,
getoveritlifegoeson,f,3,0,
30sexy,o,1,4,
mention15prettypeople,o,1,4,
anotherfo,,,,
letsfixthisfandom,o,3,11,
whatislifewithout,o,1,4,
textmessagesfromastalker,f,2,0,
iwannagiveashoutoutto,o,1,4,
morepopularthantheobamabudget,o,2,9,
icantchillwithyouif,o,1,4,
10peoplethatmeanalottome,o,1,4,
thatswhatihate,o,1,4,
ifwejustsmashing,,,,
myfavoritelinewhenimmad,f,1,4,
thingsidnevershare,o,1,4,
2thingsiappreciate,o,1,4,
womencantstandwhen,o,1,4,
11songs,f,1,0,
thursdaythrowback,f,5,0,
tweetamemory,o,1,2,
ifyouknowmewell,f,4,,
youknowyouremalaysianwhen,o,2,7,
bestupallnighttourmoments,o,1,4,
notanormalparty,o,1,4,
beenfresh,o,1,1,
crushproblemsnight,f,2,,
defineobamainoneword,o,1,4,
bestsongeverofficialvideo,f,1,0,
maleproverbs,f,1,0,
mentionsomeoneimthankfulfor,o,1,4,
dontbethatguy,o,1,2,
sinceimbeinghonest,o,3,12,
howtopissoffafemale,o,3,11,
mentionsomeoneyouarethankfulfor,o,1,4,
txtmessagesfromastalker,f,1,0,
yourstrokeweakif,o,1,1,
whatmakemehappy,o,1,1,
1045bdayshow,f,2,0,
4wordsafterabreakup,f,1,0,
mommyprobs,f,2,0,
16songs,f,1,0,
throughyoureyes,o,1,1,
ghettowaystodie,o,1,1,
thingsmittromneywilltakeaway,f,1,0,
wearethe5thline,f,2,0,
68th,f,2,0,
dancesweforgotabout,o,1,1,
smartassquestions,o,1,4,
songsniallcanviolentlymasturbateto,f,1,0,
thingsnottodowhilepregnant,f,3,0,
tweetsomethingyougetalot,o,1,4,
hot30voteboost,f,2,0,
myfriendsalways,f,1,4,
itdrivesmecrazywhen,o,2,8,
what_it_is?,o,4,14,
twitterfamouswhofollowedme,o,4,14,
sometimesihatetwitter,o,1,4,
songsthatgiveyougoosebumps,o,1,4,
textmsgsthatmakeyoumad,o,1,4,
giftofsport,f,2,0,
turkishncosdeathfasting,f,5,0,
mentionsomeoneyouareafraidoflosing,o,2,9,
ready4newcongress,o,1,1,
yathatwasstupid,o,1,4,
thefirstthingvideo,f,1,0,
holdonweregoinghome,o,1,1,
studsbelike,f,3,0,
signsyoupissedsomebodyoff,f,2,0,
90sbabytrain,f,2,0,
bravethestorme,o,3,12,
meangirlstaughtme,f,1,0,
lastsummeraroundthistimeiwas,o,1,1,
iammanchestersbillionthgirl,f,1,0,
iwanttopunchpeoplewho,o,2,9,
thingsisaytomuch,f,5,0,
datemeif,f,1,0,
songsthatmakeyouwannafight,o,1,4,
thoughtyouwerecuteuntil,o,1,1,
africansbelike,o,3,12,
sometimesitseemslike,o,2,9,
itsaswimmerthing,f,1,0,
4hottestyearswith2pm,f,3,0,
inschoolthoughts,o,1,4,
like4follow,o,1,4,
somosunday,o,1,1,
10thingsaboutmyfather,f,2,0,
iknowimnottheonlyonewho,f,5,0,
heymangirl,,,,
ifyoureblackyouknow,o,3,11,
changemovietitlewithpechay,f,4,0,
wishuponacornetto,f,1,0,
favouritepeopleof2012,o,1,4,
youliedwhenyousaid,f,2,0,
tweetforaseat,o,3,12,
cantwaitforonething,o,1,4,
transformationtuesday,f,2,0,
questionsaskedafterafight,f,3,0,
ifweedwerelegal,o,1,4,
illneverregretmeeting,f,3,0,
rapecultureiswhen,f,2,0,
mycrazyobsession,f,1,4,
gettingaharryfollowisharderthan,o,2,5,
thingsmoreusefulthanadebayor,o,1,4,
thepeoplescouch,f,1,0,
anythingforhockey,f,1,0,
selfiefriday,f,2,0,
annoyingthingsontwitter,o,1,4,
win30s,f,2,0,
artistsyoucantdislike,o,1,4,
thingsisaywhilereadingmytl,f,3,0,
evilasshit,f,4,0,
inaparalleluniverse,f,2,0,
ifmylifewereamovie,f,1,4,
habitsifindhardtobreak,o,1,4,
forcebumpwat,,,,
thingsbetterthanbieber,o,1,4,
typeyournamewithyourelbow,o,1,2,
bringbackourgirls,o,1,2,
unansweredrapquestions,o,1,4,
mentionsomeonebeautiful,o,1,4,
10favouritelyrics,o,1,4,
ourmomentwithsmallzy,o,4,18,
fixmylife,f,1,2,
10peoplewhomeanalottome,o,2,8,
growingeveryday,f,1,0,
dontbethatguy,o,3,11,
ialwaysthinkabout,o,1,5,
unpopulargamingopinions,o,1,1,
exgirlfriendsbelike,o,4,0,
foronedayiwishicouldhangwith,o,4,19,
myrealrelationshipstatus,f,4,19,
musicthatdoesmatch,f,1,0,
thingswomenwant,f,1,0,
whatdreamsmaycometour,o,1,6,
replacesongtitleswithtampon,o,,,
replace1dlyricswithboobs,,,,
5thingsillneverletphaseme,o,1,2,
iftheyshutdowntwitter,o,3,12,
afanissomeonewho,o,1,3,
commonannoyingbios,f,1,,
tweetlikeyomamawatching,,,,
twitterisnotfor,f,1,0,
2012taughtme,f,2,0,
notallwhitepeople,o,1,1,
hottestindiantvjodi,o,1,3,
kimchiubetterandfearless,o,3,12,
drop4drop,,,,
immaturebandnames,o,2,7,
whyididnttextyouback,o,4,16,
thingsbetterthanthedunkcontest,,,,
definitelyadumbass,o,4,16,
20myfuturedreams,f,3,0,
tweetlikeatwitterbitch,o,4,19,
in10thgrade,o,1,3,
10thingsyoucoulddoforme,f,1,0,
mentionpeoplethatmakeyousmile,o,4,19,
youdontknowthestruggleif,o,3,11,
reasonswhywestoppedtalking,o,1,3,
boyinluv,o,4,15,
pricelesssurprise,o,4,14,
thingswhitepeopleinvented,f,2,0,
allthatmatersmusicvideo,f,1,0,
tellmewhywouldyou,o,1,3,
worsecollegeclasses,o,4,16,
weasagenerationneedtoletgoof,,,,
wheniwasbatapa,o,3,11,
iaintworriedboutnothin,o,1,2,
defundobamacarebecause,o,3,11,
storybehindmyscar,f,1,3,
mycrazybeautifullife,f,4,15,
elementaryschoolconfessions,,,,
rulesinablackhouse,o,4,13,
whatreallyturnsmeon,o,4,19,
parentsfavoriteline,o,4,20,
imweakfor,o,1,3,
thosemomentsinlifewhen,o,3,11,
unansweredcartoonquestions,f,1,0,
tweetlikeaswagfag,o,4,19,
